NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Santa Barbara 
State: CA 
Stationid: 9411340
Prediction Type: Harmonic
From: 20200623 00:00 - 20200722 23:00
Units: Metric
Time Zone: LST_LDT
Datum: MLLW
Interval Type: Hourly

Date 		Day	Time	Pred	
2020/06/27	Sat	17:00	1.38	
2020/06/27	Sat	18:00	1.28	
2020/06/27	Sat	19:00	1.11	
2020/06/27	Sat	20:00	0.93	
2020/06/27	Sat	21:00	0.78	
2020/06/27	Sat	22:00	0.71	
2020/06/27	Sat	23:00	0.71	
2020/06/28	Sun	00:00	0.80	
2020/06/28	Sun	01:00	0.95	
2020/06/28	Sun	02:00	1.10	
2020/06/28	Sun	03:00	1.20	
2020/06/28	Sun	04:00	1.21	
2020/06/28	Sun	05:00	1.12	
2020/06/28	Sun	06:00	0.94	
2020/06/28	Sun	07:00	0.70	
2020/06/28	Sun	08:00	0.46	
2020/06/28	Sun	09:00	0.27	
2020/06/28	Sun	10:00	0.18	
2020/06/28	Sun	11:00	0.21	
2020/06/28	Sun	12:00	0.36	
2020/06/28	Sun	13:00	0.62	
2020/06/28	Sun	14:00	0.92	
2020/06/28	Sun	15:00	1.21	
2020/06/28	Sun	16:00	1.43	
2020/06/28	Sun	17:00	1.53	
2020/06/28	Sun	18:00	1.50	
2020/06/28	Sun	19:00	1.35	
2020/06/28	Sun	20:00	1.13	
2020/06/28	Sun	21:00	0.88	
2020/06/28	Sun	22:00	0.66	
2020/06/28	Sun	23:00	0.53	
2020/06/29	Mon	00:00	0.49	
2020/06/29	Mon	01:00	0.56	
2020/06/29	Mon	02:00	0.71	
2020/06/29	Mon	03:00	0.88	
2020/06/29	Mon	04:00	1.02	
2020/06/29	Mon	05:00	1.10	
2020/06/29	Mon	06:00	1.07	
2020/06/29	Mon	07:00	0.94	
2020/06/29	Mon	08:00	0.75	
2020/06/29	Mon	09:00	0.55	
2020/06/29	Mon	10:00	0.38	
2020/06/29	Mon	11:00	0.31	
2020/06/29	Mon	12:00	0.35	
2020/06/29	Mon	13:00	0.52	
2020/06/29	Mon	14:00	0.79	
2020/06/29	Mon	15:00	1.11	
2020/06/29	Mon	16:00	1.40	
2020/06/29	Mon	17:00	1.61	
2020/06/29	Mon	18:00	1.69	
2020/06/29	Mon	19:00	1.61	
2020/06/29	Mon	20:00	1.40	
2020/06/29	Mon	21:00	1.11	
2020/06/29	Mon	22:00	0.78	
2020/06/29	Mon	23:00	0.49	
2020/06/30	Tue	00:00	0.30	
2020/06/30	Tue	01:00	0.24	
2020/06/30	Tue	02:00	0.31	
2020/06/30	Tue	03:00	0.48	
2020/06/30	Tue	04:00	0.70	
2020/06/30	Tue	05:00	0.90	
2020/06/30	Tue	06:00	1.03	
2020/06/30	Tue	07:00	1.05	
2020/06/30	Tue	08:00	0.97	
2020/06/30	Tue	09:00	0.81	
2020/06/30	Tue	10:00	0.63	
2020/06/30	Tue	11:00	0.48	
2020/06/30	Tue	12:00	0.43	
2020/06/30	Tue	13:00	0.50	
2020/06/30	Tue	14:00	0.69	
2020/06/30	Tue	15:00	0.97	
2020/06/30	Tue	16:00	1.30	
2020/06/30	Tue	17:00	1.59	
2020/06/30	Tue	18:00	1.79	
2020/06/30	Tue	19:00	1.82	
2020/06/30	Tue	20:00	1.69	
2020/06/30	Tue	21:00	1.41	
2020/06/30	Tue	22:00	1.04	
2020/06/30	Tue	23:00	0.64	
2020/07/01	Wed	00:00	0.29	
2020/07/01	Wed	01:00	0.08	
2020/07/01	Wed	02:00	0.01	
2020/07/01	Wed	03:00	0.10	
2020/07/01	Wed	04:00	0.31	
2020/07/01	Wed	05:00	0.58	
2020/07/01	Wed	06:00	0.84	
2020/07/01	Wed	07:00	1.02	
2020/07/01	Wed	08:00	1.07	
2020/07/01	Wed	09:00	1.02	
2020/07/01	Wed	10:00	0.88	
2020/07/01	Wed	11:00	0.70	
2020/07/01	Wed	12:00	0.57	
2020/07/01	Wed	13:00	0.54	
2020/07/01	Wed	14:00	0.62	
2020/07/01	Wed	15:00	0.84	
2020/07/01	Wed	16:00	1.14	
2020/07/01	Wed	17:00	1.48	
2020/07/01	Wed	18:00	1.77	
2020/07/01	Wed	19:00	1.93	
2020/07/01	Wed	20:00	1.92	
2020/07/01	Wed	21:00	1.72	
2020/07/01	Wed	22:00	1.37	
2020/07/01	Wed	23:00	0.92	
2020/07/02	Thu	00:00	0.47	
2020/07/02	Thu	01:00	0.10	
2020/07/02	Thu	02:00	-0.13	
2020/07/02	Thu	03:00	-0.17	
2020/07/02	Thu	04:00	-0.05	
2020/07/02	Thu	05:00	0.22	
2020/07/02	Thu	06:00	0.54	
2020/07/02	Thu	07:00	0.83	
2020/07/02	Thu	08:00	1.04	
2020/07/02	Thu	09:00	1.11	
2020/07/02	Thu	10:00	1.06	
2020/07/02	Thu	11:00	0.92	
2020/07/02	Thu	12:00	0.75	
2020/07/02	Thu	13:00	0.64	
2020/07/02	Thu	14:00	0.62	
2020/07/02	Thu	15:00	0.74	
2020/07/02	Thu	16:00	0.98	
2020/07/02	Thu	17:00	1.30	
2020/07/02	Thu	18:00	1.64	
2020/07/02	Thu	19:00	1.90	
2020/07/02	Thu	20:00	2.02	
2020/07/02	Thu	21:00	1.96	
2020/07/02	Thu	22:00	1.69	
2020/07/02	Thu	23:00	1.27	
2020/07/03	Fri	00:00	0.77	
2020/07/03	Fri	01:00	0.29	
2020/07/03	Fri	02:00	-0.08	
2020/07/03	Fri	03:00	-0.28	
2020/07/03	Fri	04:00	-0.29	
2020/07/03	Fri	05:00	-0.11	
2020/07/03	Fri	06:00	0.20	
2020/07/03	Fri	07:00	0.55	
2020/07/03	Fri	08:00	0.87	
2020/07/03	Fri	09:00	1.08	
2020/07/03	Fri	10:00	1.15	
2020/07/03	Fri	11:00	1.08	
2020/07/03	Fri	12:00	0.94	
2020/07/03	Fri	13:00	0.78	
2020/07/03	Fri	14:00	0.68	
2020/07/03	Fri	15:00	0.69	
2020/07/03	Fri	16:00	0.84	
2020/07/03	Fri	17:00	1.10	
2020/07/03	Fri	18:00	1.43	
2020/07/03	Fri	19:00	1.75	
2020/07/03	Fri	20:00	1.99	
2020/07/03	Fri	21:00	2.06	
2020/07/03	Fri	22:00	1.93	
2020/07/03	Fri	23:00	1.60	
2020/07/04	Sat	00:00	1.13	
2020/07/04	Sat	01:00	0.61	
2020/07/04	Sat	02:00	0.14	
2020/07/04	Sat	03:00	-0.21	
2020/07/04	Sat	04:00	-0.37	
2020/07/04	Sat	05:00	-0.32	
2020/07/04	Sat	06:00	-0.09	
2020/07/04	Sat	07:00	0.25	
2020/07/04	Sat	08:00	0.62	
2020/07/04	Sat	09:00	0.94	
2020/07/04	Sat	10:00	1.13	
2020/07/04	Sat	11:00	1.17	
2020/07/04	Sat	12:00	1.09	
2020/07/04	Sat	13:00	0.94	
2020/07/04	Sat	14:00	0.79	
2020/07/04	Sat	15:00	0.71	
2020/07/04	Sat	16:00	0.76	
2020/07/04	Sat	17:00	0.92	
2020/07/04	Sat	18:00	1.20	
2020/07/04	Sat	19:00	1.53	
2020/07/04	Sat	20:00	1.83	
2020/07/04	Sat	21:00	2.02	
2020/07/04	Sat	22:00	2.03	
2020/07/04	Sat	23:00	1.83	
2020/07/05	Sun	00:00	1.46	
2020/07/05	Sun	01:00	0.97	
2020/07/05	Sun	02:00	0.46	
2020/07/05	Sun	03:00	0.01	
2020/07/05	Sun	04:00	-0.28	
2020/07/05	Sun	05:00	-0.38	
2020/07/05	Sun	06:00	-0.28	
2020/07/05	Sun	07:00	-0.01	
2020/07/05	Sun	08:00	0.35	
2020/07/05	Sun	09:00	0.72	
2020/07/05	Sun	10:00	1.01	
2020/07/05	Sun	11:00	1.17	
2020/07/05	Sun	12:00	1.18	
2020/07/05	Sun	13:00	1.08	
2020/07/05	Sun	14:00	0.93	
2020/07/05	Sun	15:00	0.79	
2020/07/05	Sun	16:00	0.74	
2020/07/05	Sun	17:00	0.81	
2020/07/05	Sun	18:00	1.00	
2020/07/05	Sun	19:00	1.28	
2020/07/05	Sun	20:00	1.59	
2020/07/05	Sun	21:00	1.85	
2020/07/05	Sun	22:00	1.98	
2020/07/05	Sun	23:00	1.93	
2020/07/06	Mon	00:00	1.69	
2020/07/06	Mon	01:00	1.29	
2020/07/06	Mon	02:00	0.81	
2020/07/06	Mon	03:00	0.33	
2020/07/06	Mon	04:00	-0.06	
2020/07/06	Mon	05:00	-0.29	
2020/07/06	Mon	06:00	-0.33	
2020/07/06	Mon	07:00	-0.18	
2020/07/06	Mon	08:00	0.12	
2020/07/06	Mon	09:00	0.49	
2020/07/06	Mon	10:00	0.83	
2020/07/06	Mon	11:00	1.08	
2020/07/06	Mon	12:00	1.19	
2020/07/06	Mon	13:00	1.17	
2020/07/06	Mon	14:00	1.05	
2020/07/06	Mon	15:00	0.91	
2020/07/06	Mon	16:00	0.80	
2020/07/06	Mon	17:00	0.77	
2020/07/06	Mon	18:00	0.86	
2020/07/06	Mon	19:00	1.06	
2020/07/06	Mon	20:00	1.33	
2020/07/06	Mon	21:00	1.61	
2020/07/06	Mon	22:00	1.82	
2020/07/06	Mon	23:00	1.89	
2020/07/07	Tue	00:00	1.79	
2020/07/07	Tue	01:00	1.52	
2020/07/07	Tue	02:00	1.12	
2020/07/07	Tue	03:00	0.66	
2020/07/07	Tue	04:00	0.23	
2020/07/07	Tue	05:00	-0.09	
2020/07/07	Tue	06:00	-0.24	
2020/07/07	Tue	07:00	-0.22	
2020/07/07	Tue	08:00	-0.03	
2020/07/07	Tue	09:00	0.28	
2020/07/07	Tue	10:00	0.63	
2020/07/07	Tue	11:00	0.93	
2020/07/07	Tue	12:00	1.13	
2020/07/07	Tue	13:00	1.20	
2020/07/07	Tue	14:00	1.15	
2020/07/07	Tue	15:00	1.03	
2020/07/07	Tue	16:00	0.90	
2020/07/07	Tue	17:00	0.81	
2020/07/07	Tue	18:00	0.81	
2020/07/07	Tue	19:00	0.91	
2020/07/07	Tue	20:00	1.10	
2020/07/07	Tue	21:00	1.35	
2020/07/07	Tue	22:00	1.58	
2020/07/07	Tue	23:00	1.73	
2020/07/08	Wed	00:00	1.74	
2020/07/08	Wed	01:00	1.61	
2020/07/08	Wed	02:00	1.32	
2020/07/08	Wed	03:00	0.95	
2020/07/08	Wed	04:00	0.54	
2020/07/08	Wed	05:00	0.18	
2020/07/08	Wed	06:00	-0.06	
2020/07/08	Wed	07:00	-0.14	
2020/07/08	Wed	08:00	-0.07	
2020/07/08	Wed	09:00	0.15	
2020/07/08	Wed	10:00	0.45	
2020/07/08	Wed	11:00	0.76	
2020/07/08	Wed	12:00	1.01	
2020/07/08	Wed	13:00	1.17	
2020/07/08	Wed	14:00	1.20	
2020/07/08	Wed	15:00	1.14	
2020/07/08	Wed	16:00	1.02	
2020/07/08	Wed	17:00	0.90	
2020/07/08	Wed	18:00	0.83	
2020/07/08	Wed	19:00	0.84	
2020/07/08	Wed	20:00	0.94	
2020/07/08	Wed	21:00	1.12	
2020/07/08	Wed	22:00	1.32	
2020/07/08	Wed	23:00	1.50	
2020/07/09	Thu	00:00	1.59	
2020/07/09	Thu	01:00	1.56	
2020/07/09	Thu	02:00	1.41	
2020/07/09	Thu	03:00	1.14	
2020/07/09	Thu	04:00	0.80	
2020/07/09	Thu	05:00	0.46	
2020/07/09	Thu	06:00	0.18	
2020/07/09	Thu	07:00	0.02	
2020/07/09	Thu	08:00	-0.01	
2020/07/09	Thu	09:00	0.11	
2020/07/09	Thu	10:00	0.33	
2020/07/09	Thu	11:00	0.61	
2020/07/09	Thu	12:00	0.88	
2020/07/09	Thu	13:00	1.09	
2020/07/09	Thu	14:00	1.21	
2020/07/09	Thu	15:00	1.21	
2020/07/09	Thu	16:00	1.13	
2020/07/09	Thu	17:00	1.02	
2020/07/09	Thu	18:00	0.91	
2020/07/09	Thu	19:00	0.85	
2020/07/09	Thu	20:00	0.86	
2020/07/09	Thu	21:00	0.95	
2020/07/09	Thu	22:00	1.09	
2020/07/09	Thu	23:00	1.24	
2020/07/10	Fri	00:00	1.36	
2020/07/10	Fri	01:00	1.41	
2020/07/10	Fri	02:00	1.37	
2020/07/10	Fri	03:00	1.22	
2020/07/10	Fri	04:00	0.98	
2020/07/10	Fri	05:00	0.70	
2020/07/10	Fri	06:00	0.43	
2020/07/10	Fri	07:00	0.23	
2020/07/10	Fri	08:00	0.13	
2020/07/10	Fri	09:00	0.16	
2020/07/10	Fri	10:00	0.29	
2020/07/10	Fri	11:00	0.51	
2020/07/10	Fri	12:00	0.76	
2020/07/10	Fri	13:00	0.99	
2020/07/10	Fri	14:00	1.17	
2020/07/10	Fri	15:00	1.24	
2020/07/10	Fri	16:00	1.23	
2020/07/10	Fri	17:00	1.15	
2020/07/10	Fri	18:00	1.03	
2020/07/10	Fri	19:00	0.92	
2020/07/10	Fri	20:00	0.85	
2020/07/10	Fri	21:00	0.85	
2020/07/10	Fri	22:00	0.91	
2020/07/10	Fri	23:00	1.00	
2020/07/11	Sat	00:00	1.11	
2020/07/11	Sat	01:00	1.20	
2020/07/11	Sat	02:00	1.23	
2020/07/11	Sat	03:00	1.18	
2020/07/11	Sat	04:00	1.05	
2020/07/11	Sat	05:00	0.87	
2020/07/11	Sat	06:00	0.65	
2020/07/11	Sat	07:00	0.45	
2020/07/11	Sat	08:00	0.32	
2020/07/11	Sat	09:00	0.27	
2020/07/11	Sat	10:00	0.33	
2020/07/11	Sat	11:00	0.47	
2020/07/11	Sat	12:00	0.67	
2020/07/11	Sat	13:00	0.90	
2020/07/11	Sat	14:00	1.10	
2020/07/11	Sat	15:00	1.24	
2020/07/11	Sat	16:00	1.29	
2020/07/11	Sat	17:00	1.26	
2020/07/11	Sat	18:00	1.17	
2020/07/11	Sat	19:00	1.04	
2020/07/11	Sat	20:00	0.91	
2020/07/11	Sat	21:00	0.83	
2020/07/11	Sat	22:00	0.80	
2020/07/11	Sat	23:00	0.81	
2020/07/12	Sun	00:00	0.87	
2020/07/12	Sun	01:00	0.96	
2020/07/12	Sun	02:00	1.03	
2020/07/12	Sun	03:00	1.06	
2020/07/12	Sun	04:00	1.03	
2020/07/12	Sun	05:00	0.94	
2020/07/12	Sun	06:00	0.81	
2020/07/12	Sun	07:00	0.66	
2020/07/12	Sun	08:00	0.51	
2020/07/12	Sun	09:00	0.43	
2020/07/12	Sun	10:00	0.41	
2020/07/12	Sun	11:00	0.48	
2020/07/12	Sun	12:00	0.63	
2020/07/12	Sun	13:00	0.83	
2020/07/12	Sun	14:00	1.04	
2020/07/12	Sun	15:00	1.21	
2020/07/12	Sun	16:00	1.33	
2020/07/12	Sun	17:00	1.36	
2020/07/12	Sun	18:00	1.30	
2020/07/12	Sun	19:00	1.18	
2020/07/12	Sun	20:00	1.03	
2020/07/12	Sun	21:00	0.87	
2020/07/12	Sun	22:00	0.75	
2020/07/12	Sun	23:00	0.68	
2020/07/13	Mon	00:00	0.67	
2020/07/13	Mon	01:00	0.72	
2020/07/13	Mon	02:00	0.79	
2020/07/13	Mon	03:00	0.87	
2020/07/13	Mon	04:00	0.93	
2020/07/13	Mon	05:00	0.94	
2020/07/13	Mon	06:00	0.90	
2020/07/13	Mon	07:00	0.81	
2020/07/13	Mon	08:00	0.70	
2020/07/13	Mon	09:00	0.60	
2020/07/13	Mon	10:00	0.54	
2020/07/13	Mon	11:00	0.55	
2020/07/13	Mon	12:00	0.63	
2020/07/13	Mon	13:00	0.78	
2020/07/13	Mon	14:00	0.97	
2020/07/13	Mon	15:00	1.17	
2020/07/13	Mon	16:00	1.33	
2020/07/13	Mon	17:00	1.43	
2020/07/13	Mon	18:00	1.43	
2020/07/13	Mon	19:00	1.33	
2020/07/13	Mon	20:00	1.18	
2020/07/13	Mon	21:00	0.98	
2020/07/13	Mon	22:00	0.78	
2020/07/13	Mon	23:00	0.62	
2020/07/14	Tue	00:00	0.53	
2020/07/14	Tue	01:00	0.51	
2020/07/14	Tue	02:00	0.56	
2020/07/14	Tue	03:00	0.65	
2020/07/14	Tue	04:00	0.76	
2020/07/14	Tue	05:00	0.85	
2020/07/14	Tue	06:00	0.90	
2020/07/14	Tue	07:00	0.90	
2020/07/14	Tue	08:00	0.84	
2020/07/14	Tue	09:00	0.76	
2020/07/14	Tue	10:00	0.68	
2020/07/14	Tue	11:00	0.64	
2020/07/14	Tue	12:00	0.66	
2020/07/14	Tue	13:00	0.76	
2020/07/14	Tue	14:00	0.92	
2020/07/14	Tue	15:00	1.11	
2020/07/14	Tue	16:00	1.31	
2020/07/14	Tue	17:00	1.46	
2020/07/14	Tue	18:00	1.52	
2020/07/14	Tue	19:00	1.48	
2020/07/14	Tue	20:00	1.35	
2020/07/14	Tue	21:00	1.14	
2020/07/14	Tue	22:00	0.89	
2020/07/14	Tue	23:00	0.64	
2020/07/15	Wed	00:00	0.46	
2020/07/15	Wed	01:00	0.35	
2020/07/15	Wed	02:00	0.34	
2020/07/15	Wed	03:00	0.42	
2020/07/15	Wed	04:00	0.55	
2020/07/15	Wed	05:00	0.71	
2020/07/15	Wed	06:00	0.84	
2020/07/15	Wed	07:00	0.92	
2020/07/15	Wed	08:00	0.94	
2020/07/15	Wed	09:00	0.89	
2020/07/15	Wed	10:00	0.82	
2020/07/15	Wed	11:00	0.74	
2020/07/15	Wed	12:00	0.71	
2020/07/15	Wed	13:00	0.75	
2020/07/15	Wed	14:00	0.87	
2020/07/15	Wed	15:00	1.05	
2020/07/15	Wed	16:00	1.26	
2020/07/15	Wed	17:00	1.46	
2020/07/15	Wed	18:00	1.59	
2020/07/15	Wed	19:00	1.62	
2020/07/15	Wed	20:00	1.52	
2020/07/15	Wed	21:00	1.32	
2020/07/15	Wed	22:00	1.05	
2020/07/15	Wed	23:00	0.74	
2020/07/16	Thu	00:00	0.46	
2020/07/16	Thu	01:00	0.27	
2020/07/16	Thu	02:00	0.18	
2020/07/16	Thu	03:00	0.21	
2020/07/16	Thu	04:00	0.33	
2020/07/16	Thu	05:00	0.52	
2020/07/16	Thu	06:00	0.71	
2020/07/16	Thu	07:00	0.88	
2020/07/16	Thu	08:00	0.97	
2020/07/16	Thu	09:00	0.99	
2020/07/16	Thu	10:00	0.94	
2020/07/16	Thu	11:00	0.85	
2020/07/16	Thu	12:00	0.78	
2020/07/16	Thu	13:00	0.76	
2020/07/16	Thu	14:00	0.83	
2020/07/16	Thu	15:00	0.97	
2020/07/16	Thu	16:00	1.18	
2020/07/16	Thu	17:00	1.41	
2020/07/16	Thu	18:00	1.60	
2020/07/16	Thu	19:00	1.71	
2020/07/16	Thu	20:00	1.69	
2020/07/16	Thu	21:00	1.53	
2020/07/16	Thu	22:00	1.26	
2020/07/16	Thu	23:00	0.91	
2020/07/17	Fri	00:00	0.56	
2020/07/17	Fri	01:00	0.27	
2020/07/17	Fri	02:00	0.09	
2020/07/17	Fri	03:00	0.03	
2020/07/17	Fri	04:00	0.11	
2020/07/17	Fri	05:00	0.30	
2020/07/17	Fri	06:00	0.54	
2020/07/17	Fri	07:00	0.77	
2020/07/17	Fri	08:00	0.95	
2020/07/17	Fri	09:00	1.04	
2020/07/17	Fri	10:00	1.03	
2020/07/17	Fri	11:00	0.96	
2020/07/17	Fri	12:00	0.86	
2020/07/17	Fri	13:00	0.79	
2020/07/17	Fri	14:00	0.79	
2020/07/17	Fri	15:00	0.89	
2020/07/17	Fri	16:00	1.07	
2020/07/17	Fri	17:00	1.32	
2020/07/17	Fri	18:00	1.57	
2020/07/17	Fri	19:00	1.75	
2020/07/17	Fri	20:00	1.81	
2020/07/17	Fri	21:00	1.73	
2020/07/17	Fri	22:00	1.50	
2020/07/17	Fri	23:00	1.15	
2020/07/18	Sat	00:00	0.74	
2020/07/18	Sat	01:00	0.36	
2020/07/18	Sat	02:00	0.07	
2020/07/18	Sat	03:00	-0.08	
2020/07/18	Sat	04:00	-0.07	
2020/07/18	Sat	05:00	0.08	
2020/07/18	Sat	06:00	0.33	
2020/07/18	Sat	07:00	0.61	
2020/07/18	Sat	08:00	0.86	
2020/07/18	Sat	09:00	1.03	
2020/07/18	Sat	10:00	1.09	
2020/07/18	Sat	11:00	1.05	
2020/07/18	Sat	12:00	0.95	
2020/07/18	Sat	13:00	0.84	
2020/07/18	Sat	14:00	0.78	
2020/07/18	Sat	15:00	0.81	
2020/07/18	Sat	16:00	0.95	
2020/07/18	Sat	17:00	1.19	
2020/07/18	Sat	18:00	1.46	
2020/07/18	Sat	19:00	1.71	
2020/07/18	Sat	20:00	1.87	
2020/07/18	Sat	21:00	1.89	
2020/07/18	Sat	22:00	1.73	
2020/07/18	Sat	23:00	1.41	
2020/07/19	Sun	00:00	0.99	
2020/07/19	Sun	01:00	0.55	
2020/07/19	Sun	02:00	0.17	
2020/07/19	Sun	03:00	-0.10	
2020/07/19	Sun	04:00	-0.20	
2020/07/19	Sun	05:00	-0.12	
2020/07/19	Sun	06:00	0.10	
2020/07/19	Sun	07:00	0.40	
2020/07/19	Sun	08:00	0.71	
2020/07/19	Sun	09:00	0.97	
2020/07/19	Sun	10:00	1.11	
2020/07/19	Sun	11:00	1.12	
2020/07/19	Sun	12:00	1.04	
2020/07/19	Sun	13:00	0.91	
2020/07/19	Sun	14:00	0.80	
2020/07/19	Sun	15:00	0.76	
2020/07/19	Sun	16:00	0.84	
2020/07/19	Sun	17:00	1.02	
2020/07/19	Sun	18:00	1.30	
2020/07/19	Sun	19:00	1.59	
2020/07/19	Sun	20:00	1.84	
2020/07/19	Sun	21:00	1.96	
2020/07/19	Sun	22:00	1.91	
2020/07/19	Sun	23:00	1.68	
2020/07/20	Mon	00:00	1.29	
2020/07/20	Mon	01:00	0.82	
2020/07/20	Mon	02:00	0.36	
2020/07/20	Mon	03:00	-0.01	
2020/07/20	Mon	04:00	-0.23	
2020/07/20	Mon	05:00	-0.26	
2020/07/20	Mon	06:00	-0.11	
2020/07/20	Mon	07:00	0.17	
2020/07/20	Mon	08:00	0.51	
2020/07/20	Mon	09:00	0.83	
2020/07/20	Mon	10:00	1.07	
2020/07/20	Mon	11:00	1.16	
2020/07/20	Mon	12:00	1.13	
2020/07/20	Mon	13:00	1.01	
2020/07/20	Mon	14:00	0.87	
2020/07/20	Mon	15:00	0.76	
2020/07/20	Mon	16:00	0.75	
2020/07/20	Mon	17:00	0.86	
2020/07/20	Mon	18:00	1.09	
2020/07/20	Mon	19:00	1.40	
2020/07/20	Mon	20:00	1.70	
2020/07/20	Mon	21:00	1.93	
2020/07/20	Mon	22:00	2.00	
2020/07/20	Mon	23:00	1.88	
2020/07/21	Tue	00:00	1.57	
2020/07/21	Tue	01:00	1.14	
2020/07/21	Tue	02:00	0.65	
2020/07/21	Tue	03:00	0.20	
2020/07/21	Tue	04:00	-0.14	
2020/07/21	Tue	05:00	-0.29	
2020/07/21	Tue	06:00	-0.25	
